sdk_va	sdk_names	verdict	repaired_va	method	confidence	changes_classification	classification_delta	evidence
0111cd70	IO::StreamNull::GetPosition	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::StreamNull::GetPosition; containing=NONE(No function found for 0x0111cd70); xrefs_to=0; bytes=005e33c05bc20c00cccccccccccccccc; prologue=False padding=False; neighbors=0111ccf0|0111cdb0
01154790	UTFWin::RotateEffect::func80h	repaired-contained	01154770	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=UTFWin::RotateEffect::func80h; containing=01154770(off+32,tail-20,01154770..011547a4,FUN_01154770); xrefs_to=0; bytes=8bc1f00fb13b3bc10f95c084c075e15f; prologue=False padding=False; neighbors=01154770|011547b0
011e2920	RenderWare::RWHeader::GetRWObject	repaired-contained	011e28e0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::RWHeader::GetRWObject; containing=011e28e0(off+64,tail-153,011e28e0..011e29b9,FUN_011e28e0); xrefs_to=0; bytes=018b0853e8778700008b5c243c894424; prologue=False padding=False; neighbors=011e28e0|011e29c0
011ee5d0	RenderWare::CompiledState::Load	repaired-contained	011ee580	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::CompiledState::Load; containing=011ee580(off+80,tail-223,011ee580..011ee6af,FUN_011ee580); xrefs_to=0; bytes=04890ddc896f018b1083c0048915e089; prologue=False padding=False; neighbors=011ee580|011ee6b0
011ef760	RenderWare::Raster::D3D9AddToUnmanagedList	repaired-contained	011ef750	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::D3D9AddToUnmanagedList; containing=011ef750(off+16,tail-254,011ef750..011ef85e,FUN_011ef750); xrefs_to=0; bytes=f809770e0fb6906cf81e01ff249560f8; prologue=False padding=False; neighbors=011ef750|011ef880
011efbb0	RenderWare::Raster::Create	repaired-contained	011efb60	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::Create; containing=011efb60(off+80,tail-591,011efb60..011efdff,FUN_011efb60); xrefs_to=0; bytes=005f5e5d33c05b81c4c4000000c3a1d0; prologue=False padding=False; neighbors=011efb60|011efe30
011eff00	RenderWare::Raster::CreateRaster	repaired-contained	011efeb0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::CreateRaster; containing=011efeb0(off+80,tail-86,011efeb0..011eff56,FUN_011efeb0); xrefs_to=0; bytes=0275318a4424203ac27524663bfd0fb7; prologue=False padding=False; neighbors=011efeb0|011eff60
011effb0	RenderWare::Raster::Delete	repaired-contained	011eff60	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::Delete; containing=011eff60(off+80,tail-56,011eff60..011effe8,FUN_011eff60); xrefs_to=0; bytes=50ff5208c74618000000008b46088b08; prologue=False padding=False; neighbors=011eff60|011f0000
011f0050	RenderWare::Raster::D3D9GetStreamedMipLevelSize	repaired-contained	011f0000	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::D3D9GetStreamedMipLevelSize; containing=011f0000(off+80,tail-74,011f0000..011f009a,FUN_011f0000); xrefs_to=0; bytes=b80100000033c981fa445854310f95c1; prologue=False padding=False; neighbors=011f0000|011f00a0
011f02c0	RenderWare::Raster::Fill	repaired-contained	011f0270	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::Fill; containing=011f0270(off+80,tail-374,011f0270..011f0436,FUN_011f0270); xrefs_to=0; bytes=4458543474073d445854357525538bcd; prologue=False padding=False; neighbors=011f0270|011f0440
011f0490	RenderWare::Raster::Extract	repaired-contained	011f0440	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=RenderWare::Raster::Extract; containing=011f0440(off+80,tail-559,011f0440..011f06bf,FUN_011f0440); xrefs_to=0; bytes=090100008b44244c3bc70f84fd000000; prologue=False padding=False; neighbors=011f0440|011f06c0
011f12a0	Graphics::ActiveState::SetTexture	repaired-contained	011f1280	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Graphics::ActiveState::SetTexture; containing=011f1280(off+32,tail-59,011f1280..011f12db,FUN_011f1280); xrefs_to=0; bytes=0d10916f01743285ffa1d0896f018b08; prologue=False padding=False; neighbors=011f1280|011f12e0
