sdk_va	sdk_names	verdict	repaired_va	method	confidence	changes_classification	classification_delta	evidence
008de4b0	Resource::IResourceManager::Get	repaired-contained	008de450	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::IResourceManager::Get; containing=008de450(off+96,tail-59,008de450..008de4eb,FUN_008de450); xrefs_to=0; bytes=9cc0eb1c8b068b4f103bc175108b4604; prologue=False padding=False; neighbors=008de450|008de4f0
008de540	Resource::cResourceManager::GetKeyFromName	repaired-contained	008de530	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetKeyFromName; containing=008de530(off+16,tail-152,008de530..008de5d8,Resource::cResourceManager::Initialize); xrefs_to=0; bytes=8b018b4008528d3cad000000006a008d; prologue=False padding=False; neighbors=008de530|008de5e0
008de590	Resource::cResourceManager::GetLoadedResource	repaired-contained	008de530	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetLoadedResource; containing=008de530(off+96,tail-72,008de530..008de5d8,Resource::cResourceManager::Initialize); xrefs_to=0; bytes=b88b0493894108890c938b4e048b0cb9; prologue=False padding=False; neighbors=008de530|008de5e0
008de620	Resource::cResourceManager::FindDatabase	repaired-contained	008de5e0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::FindDatabase; containing=008de5e0(off+64,tail-104,008de5e0..008de688,Resource::cResourceManager::IsDatabaseRegistered); xrefs_to=0; bytes=3d8b4e048b0cb985c97429eb038d4900; prologue=False padding=False; neighbors=008de5e0|008de690
008de670	Resource::cResourceManager::FindCache	repaired-contained	008de5e0	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::FindCache; containing=008de5e0(off+144,tail-24,008de5e0..008de688,Resource::cResourceManager::IsDatabaseRegistered); xrefs_to=0; bytes=8504000000508b460450ffd25f895e04; prologue=False padding=False; neighbors=008de5e0|008de690
008de6c0	Resource::cResourceManager::CacheResource	repaired-contained	008de690	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::CacheResource; containing=008de690(off+48,tail-123,008de690..008de73b,FUN_008de690); xrefs_to=0; bytes=c7041fffffffff33ff83c40c397e0876; prologue=False padding=False; neighbors=008de690|008de740
008de710	Resource::cResourceManager::FlushCache	repaired-contained	008de690	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::FlushCache; containing=008de690(off+128,tail-43,008de690..008de73b,FUN_008de690); xrefs_to=0; bytes=148b460883f80176168b4e1c8b118b52; prologue=False padding=False; neighbors=008de690|008de740
008deda0	Resource::cResourceManager::WriteResource	repaired-contained	008ded00	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::WriteResource; containing=008ded00(off+160,tail-60,008ded00..008deddc,FUN_008ded00); xrefs_to=0; bytes=088b4604893c018b44241cff460c8b56; prologue=False padding=False; neighbors=008ded00|008dede0
008deec0	Resource::cResourceManager::DoDatabaseChanged	repaired-contained	008dee90	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::DoDatabaseChanged; containing=008dee90(off+48,tail-89,008dee90..008def19,FUN_008dee90); xrefs_to=0; bytes=00eb0233db8b461c8b4e188b118b5208; prologue=False padding=False; neighbors=008dee90|008def20
008df700	Resource::cResourceManager::GetResource	repaired-contained	008df460	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetResource; containing=008df460(off+672,tail-152,008df460..008df798,FUN_008df460); xrefs_to=0; bytes=20e86a2b0400eb7485db743c837c244c; prologue=False padding=False; neighbors=008df460|008df7a0
008df730	Resource::cResourceManager::GetResourceAsync	repaired-contained	008df460	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetResourceAsync; containing=008df460(off+720,tail-104,008df460..008df798,FUN_008df460); xrefs_to=0; bytes=006a016a066a016a008d442438508bcd; prologue=False padding=False; neighbors=008df460|008df7a0
008dfa70	Resource::cResourceManager::ReloadResource	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Resource::cResourceManager::ReloadResource; containing=NONE(No function found for 0x008dfa70); xrefs_to=0; bytes=6a016a066a018944242c6a008d44242c; prologue=False padding=False; neighbors=008df970|008dfb20
008dfc40	Resource::cResourceManager::GetTypeMapping	repaired-contained	008dfc10	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetTypeMapping; containing=008dfc10(off+48,tail-21,008dfbf0..008dfc55,Resource::cResourceManager::GetPrivateResource); xrefs_to=0; bytes=008b4c24108b36e8242604005f8bc65e; prologue=False padding=False; neighbors=008dfc10|008dfc60
008dfc80	Resource::cResourceManager::FindRecord	repaired-contained	008dfc60	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::FindRecord; containing=008dfc60(off+32,tail-65,008dfc60..008dfcc1,FUN_008dfc60); xrefs_to=0; bytes=240c81c6b0000000518bcee830b61500; prologue=False padding=False; neighbors=008dfc60|008dfcd0
008dfdf0	Resource::cResourceManager::FindFactory	repaired-contained	008dfde0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::FindFactory; containing=008dfde0(off+16,tail-221,008dfde0..008dfecd,FUN_008dfde0); xrefs_to=0; bytes=0185c9743c8b7e0c8b411c3bc774050f; prologue=False padding=False; neighbors=008dfde0|008dfed0
008dfe70	Resource::cResourceManager::GetTypeFromTypename	repaired-contained	008dfde0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::GetTypeFromTypename; containing=008dfde0(off+144,tail-93,008dfde0..008dfecd,FUN_008dfde0); xrefs_to=0; bytes=c64004015dc20c008b48108b163bca75; prologue=False padding=False; neighbors=008dfde0|008dfed0
008e0200	Resource::cResourceManager::GetFactoryList	repaired-contained	008e01c0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetFactoryList; containing=008e01c0(off+64,tail-77,008e01c0..008e024d,FUN_008e01c0); xrefs_to=0; bytes=258b4424206a006a00575053ff1568c4; prologue=False padding=False; neighbors=008e01c0|008e0250
008e0380	Resource::cResourceManager::GetDatabaseList	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=Resource::cResourceManager::GetDatabaseList; containing=008e02b0(off+208,tail-10,008e02b0..008e038a,FUN_008e02b0); xrefs_to=0; bytes=008950045b83c408c20c00cccccccccc; prologue=False padding=False; neighbors=008e02b0|008e0390
008e0410	Resource::cResourceManager::GetCacheList	repaired-contained	008e0390	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::GetCacheList; containing=008e0390(off+128,tail-129,008e0390..008e0491,FUN_008e0390); xrefs_to=0; bytes=ff740c8b4c2424518bcfe8717fd1ffc7; prologue=False padding=False; neighbors=008e0390|008e0550
008e0490	Resource::cResourceManager::GetNameFromKey	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=Resource::cResourceManager::GetNameFromKey; containing=008e0390(off+256,tail-1,008e0390..008e0491,FUN_008e0390); xrefs_to=0; bytes=0c00cccccccccccccccccccccccccccc; prologue=False padding=False; neighbors=008e0390|008e0550
008e0770	Resource::cResourceManager::RegisterChangeNotification	repaired-contained	008e0740	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::RegisterChangeNotification; containing=008e0740(off+48,tail-59,008e0740..008e07ab,FUN_008e0740); xrefs_to=0; bytes=83f9027e0d85c0740950e8016c660083; prologue=False padding=False; neighbors=008e0740|008e07b0
008e0b90	Resource::cResourceManager::GetRecordTypesFromResourceType	repaired-contained	008e0a30	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::GetRecordTypesFromResourceType; containing=008e0a30(off+352,tail-126,008e0a30..008e0c0e,FUN_008e0a30); xrefs_to=0; bytes=243833ff8bce2b4c2434b8555555d5f7; prologue=False padding=False; neighbors=008e0a30|008e0e10
008e0c20	Resource::cResourceManager::GetResourceKeyList	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Resource::cResourceManager::GetResourceKeyList; containing=NONE(No function found for 0x008e0c20); xrefs_to=0; bytes=db0000008bb19c0000008bb9a0000000; prologue=False padding=False; neighbors=008e0a30|008e0e10
008e0d00	Resource::cResourceManager::GetRecordKeyList	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Resource::cResourceManager::GetRecordKeyList; containing=NONE(No function found for 0x008e0d00); xrefs_to=0; bytes=492c8b3185f6741c8b7c24248b5c2420; prologue=False padding=False; neighbors=008e0a30|008e0e10
008e1000	Resource::cResourceManager::RegisterDatabase	repaired-contained	008e0fe0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::RegisterDatabase; containing=008e0fe0(off+32,tail-107,008e0fe0..008e106b,FUN_008e0fe0); xrefs_to=0; bytes=000000014e048b46048b00890685c074; prologue=False padding=False; neighbors=008e0fe0|008e1070
008e17b0	Resource::cResourceManager::ForgetKeyName	repaired-contained	008e1750	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::ForgetKeyName; containing=008e1750(off+96,tail-374,008e1750..008e1926,Resource::cResourceManager::SetKeyName); xrefs_to=0; bytes=24408b75003bf0751383c50439450075; prologue=False padding=False; neighbors=008e1750|008e1930
008e1830	Resource::cResourceManager::SetTypename	repaired-contained	008e1750	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::SetTypename; containing=008e1750(off+224,tail-246,008e1750..008e1926,Resource::cResourceManager::SetKeyName); xrefs_to=0; bytes=f075ad8b7c24348b5c24188d4424303b; prologue=False padding=False; neighbors=008e1750|008e1930
008e18e0	Resource::cResourceManager::ResetTypename	repaired-contained	008e1750	containing-function-fallback	medium	False	stable:ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::ResetTypename; containing=008e1750(off+400,tail-70,008e1750..008e1926,Resource::cResourceManager::SetKeyName); xrefs_to=0; bytes=e89b5a660083c4048bf785ff75e28b43; prologue=False padding=False; neighbors=008e1750|008e1930
008e19d0	Resource::cResourceManager::Dispose	repaired-contained	008e1930	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::Dispose; containing=008e1930(off+160,tail-123,008e1930..008e1a4b,FUN_008e1930); xrefs_to=0; bytes=00505152e86bed8f0083c40c33f63bfb; prologue=False padding=False; neighbors=008e1930|008e1a50
008e1c00	Resource::cResourceManager::SetTypeMapping	repaired-contained	008e1a50	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=Resource::cResourceManager::SetTypeMapping; containing=008e1a50(off+432,tail-284,008e1a50..008e1d1c,FUN_008e1a50); xrefs_to=0; bytes=6c2430ffd0895c24348b5e043bfb7524; prologue=False padding=False; neighbors=008e1a50|008e1d20
008e2020	Resource::cResourceManager::RegisterCache	repaired-contained	008e1f10	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Resource::cResourceManager::RegisterCache; containing=008e1f10(off+272,tail-153,008e1f10..008e20b9,FUN_008e1f10); xrefs_to=0; bytes=895f0c83f80176168b4f1c8b118b520c; prologue=False padding=False; neighbors=008e1f10|008e20c0
008e8230	Resource::PFIndexModifiable::GetFileCount	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=Resource::PFIndexModifiable::GetFileCount; containing=NONE(No function found for 0x008e8230); xrefs_to=0; bytes=568d4c2424e8866600008b078b502c8d; prologue=False padding=False; neighbors=008e8050|008e8310
009019a0	IO::XmlWriter::EndProcessingInstruction	repaired-contained	00901960	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::EndProcessingInstruction; containing=00901960(off+64,tail-102,00901960..00901a06,FUN_00901960); xrefs_to=0; bytes=741f84c974178b066894a143018b5018; prologue=False padding=False; neighbors=00901960|00901a10
009019e0	IO::XmlWriter::AppendAttribute	repaired-contained	00901960	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::AppendAttribute; containing=00901960(off+128,tail-38,00901960..00901a06,FUN_00901960); xrefs_to=0; bytes=068b50186844a143016880a143018bce; prologue=False padding=False; neighbors=00901960|00901a10
00901b40	IO::XmlWriter::WriteCharData	repaired-contained	00901b30	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::WriteCharData; containing=00901b30(off+16,tail-70,00901b30..00901b86,FUN_00901b30); xrefs_to=0; bytes=ffffff84c0743a8b068b50306a016880; prologue=False padding=False; neighbors=00901b30|00901b90
00901b70	IO::XmlWriter::WriteCDATA	repaired-contained	00901b30	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::WriteCDATA; containing=00901b30(off+64,tail-22,00901b30..00901b86,FUN_00901b30); xrefs_to=0; bytes=c7460c01000000c6460901b0015ec204; prologue=False padding=False; neighbors=00901b30|00901b90
00901bd0	IO::XmlWriter::WriteName	repaired-contained	00901b90	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::WriteName; containing=00901b90(off+64,tail-119,00901b90..00901c47,FUN_00901b90); xrefs_to=0; bytes=0b8bcee898feffff84c074668b068b50; prologue=False padding=False; neighbors=00901b90|00901c00
00901dd0	IO::XmlWriter::BeginElement	repaired-contained	00901dc0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::XmlWriter::BeginElement; containing=00901dc0(off+16,tail-28,00901dc0..00901dec,FUN_00901dc0); xrefs_to=0; bytes=8b018b5008ffd2f644240801740956e8; prologue=False padding=False; neighbors=00901dc0|00901e60
00901e30	IO::XmlWriter::EndElement	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::XmlWriter::EndElement; containing=NONE(No function found for 0x00901e30); xrefs_to=0; bytes=1089514033c03941400f95c0c3cccccc; prologue=False padding=False; neighbors=00901dc0|00901e60
00901f00	IO::XmlWriter::WriteComment	repaired-contained	00901ec0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::XmlWriter::WriteComment; containing=00901ec0(off+64,tail-134,00901ec0..00901f86,FUN_00901ec0); xrefs_to=0; bytes=db83c424395f08765f8da42400000000; prologue=False padding=False; neighbors=00901ec0|00901f90
00902030	IO::XmlWriter::WriteText	repaired-contained	00902000	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::XmlWriter::WriteText; containing=00902000(off+48,tail-124,00902000..009020ac,FUN_00902000); xrefs_to=0; bytes=6a0053e806e78d00c7041fffffffff33; prologue=False padding=False; neighbors=00902000|009020b0
00920320	App::IClassManager::Get	repaired-contained	00920290	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::IClassManager::Get; containing=00920290(off+144,tail-28,00920290..0092033c,FUN_00920290); xrefs_to=0; bytes=0801760c8b560452e85370620083c404; prologue=False padding=False; neighbors=00920290|00920340
00925f40	IO::GetAllocator	repaired-contained	00925f30	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::GetAllocator; containing=00925f30(off+16,tail-29,00925f30..00925f5d,FUN_00925f30); xrefs_to=0; bytes=50148b54240889480889480c89481089; prologue=False padding=False; neighbors=00925f30|00925f60
00926220	FixedPoolAllocator::Alloc_	repaired-contained	009261f0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=FixedPoolAllocator::Alloc_; containing=009261f0(off+48,tail-207,009261f0..009262ef,FUN_009261f0); xrefs_to=0; bytes=008b54240c83fe04721a8d9b00000000; prologue=False padding=False; neighbors=009261f0|009262f0
00926270	IO::EAIOZoneObject::new_	repaired-contained	009261f0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::EAIOZoneObject::new_; containing=009261f0(off+128,tail-127,009261f0..009262ef,FUN_009261f0); xrefs_to=0; bytes=2bc7750f83fe03761e0fb642030fb649; prologue=False padding=False; neighbors=009261f0|009262f0
0092b420	App::CommandLine::Get	repaired-contained	0092b300	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::CommandLine::Get; containing=0092b300(off+288,tail-166,0092b300..0092b4c6,FUN_0092b300); xrefs_to=0; bytes=276683f93a74278b7c24108b44242040; prologue=False padding=False; neighbors=0092b300|0092b4d0
0092b570	App::CommandLine::FindSwitch	repaired-contained	0092b4d0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=App::CommandLine::FindSwitch; containing=0092b4d0(off+160,tail-121,0092b4d0..0092b5e9,FUN_0092b4d0); xrefs_to=0; bytes=241c463bf172b9807c241300744484db; prologue=False padding=False; neighbors=0092b4d0|0092b5f0
009300d0	IO::ConcatenatePathComponents	repaired-contained	00930070	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::ConcatenatePathComponents; containing=00930070(off+96,tail-162,00930070..00930172,FUN_00930070); xrefs_to=0; bytes=33d26685c9742a6683f95c75064283fa; prologue=False padding=False; neighbors=00930070|00930180
00931740	IO::EnsureTrailingPathSeparator	repaired-contained	00931460	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::EnsureTrailingPathSeparator; containing=00931460(off+736,tail-35,00931460..00931763,FUN_00931460); xrefs_to=0; bytes=fe83fa027e1385f6740f3b7424187409; prologue=False padding=False; neighbors=00931460|00931770
00931780	IO::FileStream::AddRef	repaired-contained	00931770	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::FileStream::AddRef; containing=00931770(off+16,tail-33,00931770..009317a1,FUN_00931770); xrefs_to=0; bytes=f80fb74442fe83f85c740a83f82f7405; prologue=False padding=False; neighbors=00931770|009317b0
00931790	IO::FileStream::Release	repaired-contained	00931770	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::FileStream::Release; containing=00931770(off+32,tail-17,00931770..009317a1,FUN_00931770); xrefs_to=0; bytes=83f83a750332c0c36a5ce8714dbcffb0; prologue=False padding=False; neighbors=00931770|009317b0
00931870	IO::FileStream::GetPath	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::FileStream::GetPath; containing=NONE(No function found for 0x00931870); xrefs_to=0; bytes=3c014881c404010000c208008b018b40; prologue=False padding=False; neighbors=00931810|009318a0
009318c0	IO::FileStream::Open	repaired-contained	009318a0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::Open; containing=009318a0(off+32,tail-37,009318a0..009318e5,FUN_009318a0); xrefs_to=0; bytes=0183c40c33c966894c73fe5e8d47085f; prologue=False padding=False; neighbors=009318a0|009318f0
00931a40	IO::FileStream::Close	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::FileStream::Close; containing=009318f0(off+336,tail-14,009318f0..00931a4e,FUN_009318f0); xrefs_to=0; bytes=c0837e04ff5e0f95c083c40cc2100090; prologue=False padding=False; neighbors=009318f0|00931a70
00931a90	IO::FileStream::GetAccessFlags	repaired-contained	00931a70	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::GetAccessFlags; containing=00931a70(off+32,tail-32,00931a70..00931ab0,FUN_00931a70); xrefs_to=0; bytes=0089861802000089861c020000898620; prologue=False padding=False; neighbors=00931a70|00931b70
00931aa0	IO::FileStream::GetState	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=IO::FileStream::GetState; containing=00931a70(off+48,tail-16,00931a70..00931ab0,FUN_00931a70); xrefs_to=0; bytes=020000c78628020000ffffffffb0015e; prologue=False padding=False; neighbors=00931a70|00931b70
00931b40	IO::FileStream::GetSize	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::FileStream::GetSize; containing=NONE(No function found for 0x00931b40); xrefs_to=0; bytes=f71a93000f1b9300151b93001b1b9300; prologue=False padding=False; neighbors=00931a70|00931b70
00931b90	IO::FileStream::SetSize	repaired-contained	00931b70	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::SetSize; containing=00931b70(off+32,tail-42,00931b70..00931bba,FUN_00931b70); xrefs_to=0; bytes=2cc23c0183f8ff741183be28020000fe; prologue=False padding=False; neighbors=00931b70|00931bc0
00931be0	IO::FileStream::GetPosition	repaired-contained	00931bc0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::GetPosition; containing=00931bc0(off+32,tail-37,00931bc0..00931c05,FUN_00931bc0); xrefs_to=0; bytes=8b560452ff1530c23c0185c07406b001; prologue=False padding=False; neighbors=00931bc0|00931c70
00931c40	IO::FileStream::SetPosition	adjudicated-dead-address	NULL	no-container-no-callers-no-prologue	low	False	no-triage-row-affected	sdk=IO::FileStream::SetPosition; containing=NONE(No function found for 0x00931c40); xrefs_to=0; bytes=c23c018bf883ffff74128b168b421c8b; prologue=False padding=False; neighbors=00931bc0|00931c70
00931ca0	IO::FileStream::GetAvailable	repaired-contained	00931c70	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::GetAvailable; containing=00931c70(off+48,tail-36,00931c70..00931cc4,FUN_00931c70); xrefs_to=0; bytes=5051ff1534c23c0183f8ff7406b0015e; prologue=False padding=False; neighbors=00931c70|00931ce0
00931cb0	IO::FileStream::Read	repaired-contained	00931c70	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::Read; containing=00931c70(off+64,tail-20,00931c70..00931cc4,FUN_00931c70); xrefs_to=0; bytes=c20800ff1528c23c0189862402000032; prologue=False padding=False; neighbors=00931c70|00931ce0
00931d00	IO::FileStream::Write	repaired-contained	00931ce0	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::Write; containing=00931ce0(off+32,tail-33,00931ce0..00931d21,FUN_00931ce0); xrefs_to=0; bytes=c23c0185c074088b44240c5ec20800ff; prologue=False padding=False; neighbors=00931ce0|00931d30
00931d40	IO::FileStream::Flush	repaired-contained	00931d30	containing-function-fallback	medium	True	ENGINE_IMPLEMENTATION|P1|INFERRED->ENGINE_INTERFACE|P3|CONFIRMED	sdk=IO::FileStream::Flush; containing=00931d30(off+16,tail-46,00931d30..00931d6e,FUN_00931d30); xrefs_to=0; bytes=008d4c2410518b4c2410525150ff153c; prologue=False padding=False; neighbors=00931d30|00931d70
00931f70	IO::File::Exists	repaired-contained	00931f20	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::File::Exists; containing=00931f20(off+80,tail-34,00931f20..00931f92,FUN_00931f20); xrefs_to=0; bytes=56ff1534c23c0156ff1530c23c0156ff; prologue=False padding=False; neighbors=00931f20|00931fa0
00932280	IO::Directory::Exists	repaired-contained	00932220	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::Directory::Exists; containing=00932220(off+96,tail-35,00932220..009322a3,FUN_00932220); xrefs_to=0; bytes=83c410b80a00000081c410020000c38b; prologue=False padding=False; neighbors=00932220|009322b0
00932860	IO::Directory::Remove	repaired-contained	009326b0	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::Directory::Remove; containing=009326b0(off+432,tail-33,009326b0..00932881,FUN_009326b0); xrefs_to=0; bytes=e82b00000083c40884c074048a5c240f; prologue=False padding=False; neighbors=009326b0|00932890
00932930	IO::Directory::Create	repaired-contained	00932890	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=IO::Directory::Create; containing=00932890(off+160,tail-33,00932890..00932951,FUN_00932890); xrefs_to=0; bytes=cf0fb71183c1026685d275f557ff1564; prologue=False padding=False; neighbors=00932890|00932960
00936040	Math::RandomNumberGenerator::RandomFloat	adjudicated-tail-alias	NULL	tail-bytes-no-callers	medium	False	no-triage-row-affected	sdk=Math::RandomNumberGenerator::RandomFloat; containing=00935fb0(off+144,tail-10,00935fb0..0093604a,FUN_00935fb0); xrefs_to=0; bytes=c414c35e8ac15b83c414c3cccccccccc; prologue=False padding=False; neighbors=00935fb0|00936050
0093a110	Clock::SetMode	repaired-contained	00939d40	containing-function-fallback	medium	True	UNKNOWN|P3|UNKNOWN->ENGINE_INTERFACE|P1|CONFIRMED	sdk=Clock::SetMode; containing=00939d40(off+976,tail-131,00939d40..0093a193,FUN_00939d40); xrefs_to=0; bytes=28c1f30f5ec3f30f1105909966010f28; prologue=False padding=False; neighbors=00939d40|0093a1a0
